Sale_ID,Customer_ID,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Sale_Date
SALE000120,CUST00120,P001,Smartphone,Electronics,2,247.12,0.19,2/25/2025
SALE000121,CUST00121,P002,Shoes,Footwear,3,437.47,0.22,4/20/2024
SALE000122,CUST00122,P002,Shoes,Footwear,4,304.64,0.26,1/5/2025
SALE000123,CUST00123,P001,Smartphone,Electronics,4,120.76,0.28,5/18/2023
SALE000124,CUST00124,P001,Smartphone,Electronics,3,360.78,0.06,10/4/2023
SALE000125,CUST00125,P005,Blender,Home Appliance,3,281.05,0.09,6/19/2024
SALE000126,CUST00126,P003,Notebook,Stationery,1,342.77,0.07,3/11/2025
SALE000127,CUST00127,P004,T-shirt,Apparel,1,450.36,0.11,2/10/2024
SALE000128,CUST00128,P005,Blender,Home Appliance,2,248.2,0.27,10/16/2023
SALE000129,CUST00129,P005,Blender,Home Appliance,2,455.53,0.17,8/28/2023
SALE000130,CUST00130,P003,Notebook,Stationery,2,387.8,0.22,2/15/2024
SALE000131,CUST00131,P005,Blender,Home Appliance,2,269.87,0.15,5/28/2024
SALE000132,CUST00132,P001,Smartphone,Electronics,1,321.45,0.01,11/12/2024
SALE000133,CUST00133,P003,Notebook,Stationery,4,196.51,0.02,6/12/2023
SALE000134,CUST00134,P002,Shoes,Footwear,2,492.62,0.16,10/30/2023
SALE000135,CUST00135,P002,Shoes,Footwear,4,350.31,0.22,6/25/2024
SALE000136,CUST00136,P003,Notebook,Stationery,2,69.73,0.06,7/5/2023
SALE000137,CUST00137,P002,Shoes,Footwear,3,196.98,0.22,5/22/2024
SALE000138,CUST00138,P003,Notebook,Stationery,2,330.49,0.24,5/1/2024
SALE000139,CUST00139,P004,T-shirt,Apparel,2,75.35,0.12,4/5/2024
SALE000140,CUST00140,P004,T-shirt,Apparel,2,60.75,0.22,3/2/2024
SALE000141,CUST00141,P001,Smartphone,Electronics,1,252.51,0.12,12/29/2023
SALE000142,CUST00142,P001,Smartphone,Electronics,3,199.71,0.2,8/5/2024
SALE000143,CUST00143,P005,Blender,Home Appliance,2,247.23,0.23,12/19/2024
SALE000144,CUST00144,P005,Blender,Home Appliance,2,168.21,0.3,1/8/2025
SALE000145,CUST00145,P001,Smartphone,Electronics,4,124.12,0.1,7/27/2023
SALE000146,CUST00146,P003,Notebook,Stationery,3,360.11,0.12,6/18/2023
SALE000147,CUST00147,P004,T-shirt,Apparel,2,281.56,0.05,9/17/2023
SALE000148,CUST00148,P005,Blender,Home Appliance,4,140.07,0.06,9/20/2024
SALE000149,CUST00149,P002,Shoes,Footwear,4,193.82,0.21,5/9/2024
SALE000150,CUST00150,P004,T-shirt,Apparel,1,316.31,0.28,1/26/2025
SALE000151,CUST00151,P005,Blender,Home Appliance,4,82.5,0.12,4/20/2023
SALE000152,CUST00152,P001,Smartphone,Electronics,2,116.35,0.05,2/3/2025
SALE000153,CUST00153,P002,Shoes,Footwear,1,82.96,0.09,8/10/2024
SALE000154,CUST00154,P001,Smartphone,Electronics,1,415.54,0.14,12/27/2023
SALE000155,CUST00155,P002,Shoes,Footwear,2,388.58,0.09,3/26/2025
SALE000156,CUST00156,P003,Notebook,Stationery,3,388.99,0.07,3/26/2024
SALE000157,CUST00157,P001,Smartphone,Electronics,4,372.35,0.22,6/20/2023
SALE000158,CUST00158,P002,Shoes,Footwear,1,351.22,0,3/9/2025
SALE000159,CUST00159,P004,T-shirt,Apparel,3,264.65,0.16,7/16/2024
SALE000160,CUST00160,P003,Notebook,Stationery,2,339.03,0.24,1/11/2024
SALE000161,CUST00161,P002,Shoes,Footwear,4,67.26,0.08,10/7/2024
SALE000162,CUST00162,P002,Shoes,Footwear,4,329.66,0.18,6/2/2023
SALE000163,CUST00163,P005,Blender,Home Appliance,1,400.04,0.2,11/8/2023
SALE000164,CUST00164,P005,Blender,Home Appliance,4,275.16,0.2,4/15/2025
SALE000165,CUST00165,P003,Notebook,Stationery,4,210.88,0.13,2/9/2024
SALE000166,CUST00166,P004,T-shirt,Apparel,4,174.84,0.1,1/9/2025
SALE000167,CUST00167,P005,Blender,Home Appliance,4,339.26,0.25,9/12/2024
SALE000168,CUST00168,P003,Notebook,Stationery,2,361.76,0.23,10/12/2024
SALE000169,CUST00169,P005,Blender,Home Appliance,3,441.94,0.1,10/27/2023
SALE000170,CUST00170,P005,Blender,Home Appliance,2,204.05,0.03,1/29/2025
SALE000171,CUST00171,P004,T-shirt,Apparel,2,396.4,0.02,9/1/2023
SALE000172,CUST00172,P004,T-shirt,Apparel,1,302.61,0.03,1/27/2024
SALE000173,CUST00173,P001,Smartphone,Electronics,4,447.28,0.17,12/17/2023
SALE000174,CUST00174,P004,T-shirt,Apparel,2,287.52,0.02,6/7/2023
SALE000175,CUST00175,P001,Smartphone,Electronics,4,282.93,0.1,2/23/2024
SALE000176,CUST00176,P004,T-shirt,Apparel,2,310.04,0.23,9/6/2024
SALE000177,CUST00177,P001,Smartphone,Electronics,2,387.19,0.09,11/17/2023
SALE000178,CUST00178,P001,Smartphone,Electronics,1,484.11,0.23,2/10/2025
SALE000179,CUST00179,P004,T-shirt,Apparel,3,83.1,0.22,2/28/2024
SALE000180,CUST00180,P003,Notebook,Stationery,3,74.05,0.07,3/3/2025
SALE000181,CUST00181,P004,T-shirt,Apparel,2,471.9,0.22,4/8/2025
SALE000182,CUST00182,P001,Smartphone,Electronics,1,288.44,0.22,10/14/2023
SALE000183,CUST00183,P003,Notebook,Stationery,4,326.71,0.12,12/29/2023
SALE000184,CUST00184,P002,Shoes,Footwear,4,267.09,0.06,2/23/2025
SALE000185,CUST00185,P002,Shoes,Footwear,2,92.15,0.16,12/9/2023
SALE000186,CUST00186,P004,T-shirt,Apparel,3,395.64,0.28,7/29/2024
SALE000187,CUST00187,P001,Smartphone,Electronics,1,386.25,0.19,1/11/2024
SALE000188,CUST00188,P001,Smartphone,Electronics,3,190.27,0.05,3/12/2025
SALE000189,CUST00189,P003,Notebook,Stationery,4,187.81,0.2,10/2/2024
SALE000190,CUST00190,P005,Blender,Home Appliance,3,427.03,0.13,11/20/2023
SALE000191,CUST00191,P001,Smartphone,Electronics,4,82.56,0.18,1/20/2025
SALE000192,CUST00192,P004,T-shirt,Apparel,1,446.5,0.22,11/23/2023
SALE000193,CUST00193,P003,Notebook,Stationery,1,165.5,0.15,3/10/2025
SALE000194,CUST00194,P003,Notebook,Stationery,2,316.84,0.24,5/10/2023
SALE000195,CUST00195,P002,Shoes,Footwear,2,471.2,0.22,10/1/2024
SALE000196,CUST00196,P004,T-shirt,Apparel,3,355.16,0.18,9/13/2024
SALE000197,CUST00197,P005,Blender,Home Appliance,1,236.49,0.05,5/31/2024
SALE000198,CUST00198,P004,T-shirt,Apparel,1,360.29,0.25,9/21/2023
SALE000199,CUST00199,P001,Smartphone,Electronics,2,204.79,0.28,9/10/2024
SALE000200,CUST00200,P004,T-shirt,Apparel,4,174.77,0.04,6/17/2024
SALE000201,CUST00201,P002,Shoes,Footwear,3,498.51,0.15,2/10/2024
SALE000202,CUST00202,P005,Blender,Home Appliance,3,387.86,0.08,1/6/2025
SALE000203,CUST00203,P004,T-shirt,Apparel,2,340.12,0.23,4/8/2024
SALE000204,CUST00204,P004,T-shirt,Apparel,1,209.88,0.22,8/27/2023
SALE000205,CUST00205,P002,Shoes,Footwear,2,72.12,0.04,1/3/2024
SALE000206,CUST00206,P001,Smartphone,Electronics,2,63.98,0.26,8/5/2024
SALE000207,CUST00207,P003,Notebook,Stationery,2,299.38,0.05,2/23/2024
SALE000208,CUST00208,P004,T-shirt,Apparel,2,392.91,0.24,12/4/2024
SALE000209,CUST00209,P004,T-shirt,Apparel,4,291.82,0.14,11/14/2023
SALE000210,CUST00210,P003,Notebook,Stationery,4,428.35,0.1,12/10/2024
SALE000211,CUST00211,P001,Smartphone,Electronics,1,65.04,0.05,9/7/2024
SALE000212,CUST00212,P003,Notebook,Stationery,2,215.04,0.05,5/3/2024
SALE000213,CUST00213,P003,Notebook,Stationery,4,156.68,0.2,6/3/2024
SALE000214,CUST00214,P003,Notebook,Stationery,1,251.27,0.17,3/8/2024
SALE000215,CUST00215,P005,Blender,Home Appliance,2,82.57,0.04,1/4/2025
SALE000216,CUST00216,P004,T-shirt,Apparel,3,479.36,0.03,1/4/2024
SALE000217,CUST00217,P004,T-shirt,Apparel,4,150.46,0.02,2/25/2024
SALE000218,CUST00218,P001,Smartphone,Electronics,1,465.04,0.22,1/10/2025
SALE000219,CUST00219,P005,Blender,Home Appliance,3,241.65,0.21,9/18/2024
SALE000220,CUST00220,P002,Shoes,Footwear,2,493.49,0.02,1/14/2024
SALE000221,CUST00221,P003,Notebook,Stationery,2,299.33,0.17,5/19/2023
SALE000222,CUST00222,P005,Blender,Home Appliance,2,468.87,0.03,5/15/2023
SALE000223,CUST00223,P004,T-shirt,Apparel,4,52.41,0.27,7/18/2024
SALE000224,CUST00224,P003,Notebook,Stationery,1,386.71,0.27,2/23/2025
SALE000225,CUST00225,P001,Smartphone,Electronics,3,456.37,0.21,8/24/2024
SALE000226,CUST00226,P003,Notebook,Stationery,1,112.87,0.28,2/10/2025
SALE000227,CUST00227,P002,Shoes,Footwear,4,93.26,0.24,9/16/2024
SALE000228,CUST00228,P004,T-shirt,Apparel,1,241.06,0.25,1/10/2025
SALE000229,CUST00229,P005,Blender,Home Appliance,4,470.16,0.17,10/8/2024
SALE000230,CUST00230,P003,Notebook,Stationery,2,294.07,0.09,2/10/2024
SALE000231,CUST00231,P002,Shoes,Footwear,3,287.36,0.07,10/7/2024
SALE000232,CUST00232,P001,Smartphone,Electronics,2,113.51,0.1,2/7/2024
SALE000233,CUST00233,P003,Notebook,Stationery,1,50.36,0.19,9/6/2023
SALE000234,CUST00234,P001,Smartphone,Electronics,2,414.56,0.05,11/29/2024
SALE000235,CUST00235,P005,Blender,Home Appliance,3,89.41,0.08,6/28/2024
SALE000236,CUST00236,P005,Blender,Home Appliance,2,335.23,0.14,12/7/2024
SALE000237,CUST00237,P005,Blender,Home Appliance,3,461.58,0.07,8/13/2024
SALE000238,CUST00238,P004,T-shirt,Apparel,3,143.89,0.18,11/21/2024
SALE000239,CUST00239,P002,Shoes,Footwear,2,349.37,0.28,3/12/2025
SALE000240,CUST00240,P004,T-shirt,Apparel,4,85.41,0.22,12/31/2023
SALE000241,CUST00241,P002,Shoes,Footwear,1,321.69,0.2,8/5/2023
SALE000242,CUST00242,P003,Notebook,Stationery,4,123.77,0.17,5/7/2024
SALE000243,CUST00243,P005,Blender,Home Appliance,4,381.18,0.15,12/22/2023
SALE000244,CUST00244,P002,Shoes,Footwear,2,185.55,0.06,11/15/2024
SALE000245,CUST00245,P001,Smartphone,Electronics,1,258.53,0.27,9/9/2024
SALE000246,CUST00246,P002,Shoes,Footwear,1,319.74,0.07,5/17/2024
SALE000247,CUST00247,P002,Shoes,Footwear,4,127.07,0.03,4/10/2024
SALE000248,CUST00248,P002,Shoes,Footwear,2,383.74,0.23,2/10/2024
SALE000249,CUST00249,P002,Shoes,Footwear,1,186.19,0.05,5/1/2024
SALE000250,CUST00250,P005,Blender,Home Appliance,4,348.07,0.11,1/2/2025
SALE000251,CUST00251,P005,Blender,Home Appliance,1,121.23,0.01,1/16/2025
SALE000252,CUST00252,P005,Blender,Home Appliance,2,359.65,0.04,8/24/2023
SALE000253,CUST00253,P002,Shoes,Footwear,2,107.68,0.05,4/28/2023
SALE000254,CUST00254,P001,Smartphone,Electronics,2,241.41,0.02,5/29/2023
SALE000255,CUST00255,P003,Notebook,Stationery,1,161.24,0.2,1/31/2025
SALE000256,CUST00256,P005,Blender,Home Appliance,3,386.77,0.25,2/27/2024
SALE000257,CUST00257,P001,Smartphone,Electronics,1,167.92,0.11,5/1/2024
SALE000258,CUST00258,P001,Smartphone,Electronics,3,446.77,0.26,7/27/2023
SALE000259,CUST00259,P004,T-shirt,Apparel,2,451.32,0.06,10/8/2023
SALE000260,CUST00260,P001,Smartphone,Electronics,4,138.4,0.1,10/4/2023
SALE000261,CUST00261,P002,Shoes,Footwear,3,326.23,0.05,9/26/2024
SALE000262,CUST00262,P002,Shoes,Footwear,2,89.47,0.19,5/13/2024
SALE000263,CUST00263,P001,Smartphone,Electronics,2,226.19,0.13,10/14/2023
SALE000264,CUST00264,P003,Notebook,Stationery,3,370.99,0.18,12/29/2023
SALE000265,CUST00265,P003,Notebook,Stationery,4,346.74,0.23,2/24/2024
SALE000266,CUST00266,P005,Blender,Home Appliance,2,331.12,0.16,6/4/2024
SALE000267,CUST00267,P003,Notebook,Stationery,3,177.14,0.19,7/4/2023
SALE000268,CUST00268,P003,Notebook,Stationery,4,220.11,0.28,7/4/2024
SALE000269,CUST00269,P004,T-shirt,Apparel,4,96.33,0.09,3/22/2025
SALE000270,CUST00270,P004,T-shirt,Apparel,2,373.56,0.11,12/22/2023
SALE000271,CUST00271,P004,T-shirt,Apparel,1,276.75,0.22,8/16/2023
SALE000272,CUST00272,P001,Smartphone,Electronics,1,368.94,0.18,11/9/2024
SALE000273,CUST00273,P003,Notebook,Stationery,2,162.02,0.05,9/20/2023
SALE000274,CUST00274,P003,Notebook,Stationery,4,196,0.11,4/17/2024
SALE000275,CUST00275,P001,Smartphone,Electronics,2,200.4,0.14,4/19/2024
SALE000276,CUST00276,P004,T-shirt,Apparel,3,61.58,0.13,3/1/2025
SALE000277,CUST00277,P004,T-shirt,Apparel,1,203.47,0.05,7/18/2024
SALE000278,CUST00278,P004,T-shirt,Apparel,3,411.49,0.28,3/5/2024
SALE000279,CUST00279,P001,Smartphone,Electronics,2,453.78,0.23,3/26/2024
SALE000280,CUST00280,P003,Notebook,Stationery,2,283.2,0.14,7/22/2024
SALE000281,CUST00281,P003,Notebook,Stationery,4,254.98,0.2,7/4/2023
SALE000282,CUST00282,P004,T-shirt,Apparel,4,63.87,0.27,5/9/2024
SALE000283,CUST00283,P005,Blender,Home Appliance,4,445.64,0.04,6/25/2024
SALE000284,CUST00284,P005,Blender,Home Appliance,3,55.85,0.08,10/4/2023
SALE000285,CUST00285,P002,Shoes,Footwear,4,475.14,0.16,4/16/2025
SALE000286,CUST00286,P005,Blender,Home Appliance,2,270.15,0.24,3/18/2024
SALE000287,CUST00287,P001,Smartphone,Electronics,4,203.87,0.01,6/5/2024
SALE000288,CUST00288,P001,Smartphone,Electronics,1,465.9,0.3,3/15/2025
SALE000289,CUST00289,P004,T-shirt,Apparel,4,60.98,0.14,10/7/2024
SALE000290,CUST00290,P003,Notebook,Stationery,3,311.64,0.11,5/31/2024
SALE000291,CUST00291,P003,Notebook,Stationery,1,297.02,0.09,9/28/2023
SALE000292,CUST00292,P004,T-shirt,Apparel,1,148.69,0.05,8/26/2024
SALE000293,CUST00293,P004,T-shirt,Apparel,1,243,0.24,7/15/2023
SALE000294,CUST00294,P004,T-shirt,Apparel,3,343.52,0.29,12/8/2024
SALE000295,CUST00295,P004,T-shirt,Apparel,2,377.21,0.12,3/24/2024
SALE000296,CUST00296,P004,T-shirt,Apparel,4,50.32,0.29,7/22/2024
SALE000297,CUST00297,P003,Notebook,Stationery,1,471.58,0.25,8/29/2024
SALE000298,CUST00298,P004,T-shirt,Apparel,1,124.04,0.14,7/14/2023
SALE000299,CUST00299,P004,T-shirt,Apparel,1,155.11,0.2,5/29/2023
SALE000300,CUST00300,P004,T-shirt,Apparel,2,168.56,0.13,12/10/2024
SALE000301,CUST00301,P004,T-shirt,Apparel,2,67.02,0.17,1/13/2024
SALE000302,CUST00302,P003,Notebook,Stationery,3,105.37,0.02,3/4/2024
SALE000303,CUST00303,P004,T-shirt,Apparel,2,493.86,0.21,11/29/2024
SALE000304,CUST00304,P004,T-shirt,Apparel,4,191.85,0.02,8/29/2023
SALE000305,CUST00305,P001,Smartphone,Electronics,3,101.89,0.25,7/8/2023
SALE000306,CUST00306,P005,Blender,Home Appliance,3,98.15,0.25,1/26/2024
SALE000307,CUST00307,P003,Notebook,Stationery,4,373.76,0.07,9/2/2024
SALE000308,CUST00308,P002,Shoes,Footwear,4,434.56,0.1,1/19/2024
SALE000309,CUST00309,P001,Smartphone,Electronics,4,165.63,0.14,5/28/2024
SALE000310,CUST00310,P005,Blender,Home Appliance,3,59.41,0.18,8/23/2024
SALE000311,CUST00311,P003,Notebook,Stationery,3,150.39,0.09,4/16/2024
SALE000312,CUST00312,P002,Shoes,Footwear,3,75.43,0.18,2/22/2024
SALE000313,CUST00313,P005,Blender,Home Appliance,4,96.53,0.09,11/19/2023
SALE000314,CUST00314,P004,T-shirt,Apparel,4,244.18,0.02,2/13/2024
SALE000315,CUST00315,P003,Notebook,Stationery,1,153.46,0,11/3/2023
SALE000316,CUST00316,P003,Notebook,Stationery,2,282.18,0.03,11/11/2024
SALE000317,CUST00317,P003,Notebook,Stationery,1,164.07,0.24,6/12/2023
SALE000318,CUST00318,P002,Shoes,Footwear,4,473.24,0.29,11/10/2024
SALE000319,CUST00319,P001,Smartphone,Electronics,3,457.67,0.13,3/3/2025
SALE000320,CUST00320,P004,T-shirt,Apparel,4,305.06,0.15,8/22/2024
SALE000321,CUST00321,P003,Notebook,Stationery,2,209.49,0.04,7/1/2024
SALE000322,CUST00322,P001,Smartphone,Electronics,1,221.52,0.17,9/6/2023
SALE000323,CUST00323,P003,Notebook,Stationery,1,235.33,0.04,8/10/2024
SALE000324,CUST00324,P005,Blender,Home Appliance,3,377.41,0.18,4/21/2024
SALE000325,CUST00325,P005,Blender,Home Appliance,1,253.24,0.28,9/23/2023
SALE000326,CUST00326,P005,Blender,Home Appliance,1,435.53,0.06,12/1/2023
